2676424588,1374284089,1
2676424588,140627836,1
2676424588,2895240630,2
2676424588,3337037897,4
2676424588,631506206,7
2676424588,21447363,266
2676424588,626444770,22
2676424588,2203545386,13
2676424588,5956472,2
2676424588,3004087073,1
2676424588,185019826,9
2676424588,45709328,53
2676424588,3275057102,9
2676424588,2233651936,40
2676424588,951697933,1
2676424588,41281467,1
2676424588,295946705,1
2676424588,144083497,14
2676424588,719686059936755714,1
2676424588,1935329796,1
2676424588,1446563742,1
2676424588,473853317,1
2676424588,1478661360,1
2676424588,2283046969,1
2676424588,2593793134,1
2676424588,2794441796,1
2676424588,1591314685,1
2676424588,1056492074,21
2676424588,4819286693,14
2676424588,3439675283,68
2676424588,407098503,2
2676424588,4696293680,3
2676424588,2980718805,17
2676424588,3242226737,1
2676424588,1691914032,7
2676424588,2942180595,1
2676424588,182716685,152
2676424588,26411522,2
2676424588,756093104,1
2676424588,154101116,27
2676424588,283844196,1
2676424588,1199970006,1
2676424588,1416289596,2
2676424588,2905018833,3
2676424588,1278572971,97
2676424588,4830395021,2
2676424588,2295546426,1
2676424588,4766988753,20
2676424588,473089103,9
2676424588,590863509,2
2676424588,2676424588,62
2676424588,262924059,1
2676424588,404969822,7
2676424588,1731707149,74
2676424588,520328380,1
2676424588,1067383820,1
2676424588,4828034416,2
2676424588,269240453,4
2676424588,70442867,2
2676424588,3181199387,1
2676424588,766107443055263745,1
2676424588,2726217692,15
2676424588,2733742791,1
2676424588,2678657094,1
2676424588,283755892,1
2676424588,4022768599,2
2676424588,3239988417,20
2676424588,132774626,77
2676424588,1139575968,1
2676424588,2696467538,1
2676424588,2664640382,1
2676424588,278291010,1
2676424588,254873869,1
2676424588,3315525149,1
2676424588,2325445944,1
2676424588,982598786,58
2676424588,489841441,14
2676424588,624609857,2
2676424588,25073877,2
2676424588,807095,1
2676424588,3253393370,4
2676424588,3413194067,18
2676424588,14230524,1
2676424588,3864431362,2
2676424588,739343890617098240,2
2676424588,2844514213,1
2676424588,215451918,1
2676424588,3060560125,1
2676424588,716726642,3
2676424588,2904296848,1
2676424588,2831365889,7
2676424588,799410285698306048,1
2676424588,66732606,1
2676424588,739784130,1
2676424588,3334601722,3
2676424588,753913359783821316,1
2676424588,3663134174,1
2676424588,1187647735,22
2676424588,624304229,5
2676424588,2910134383,2
2676424588,701607056,1
2676424588,279063873,1
2676424588,1273979558,1
2676424588,106505208,1
2676424588,2996832159,2
2676424588,279690977,4
2676424588,590452253,1
2676424588,3299080310,8
2676424588,716444994630844416,6
2676424588,595014251,1
2676424588,2752683261,1
2676424588,4163874981,1
2676424588,967524457,1
2676424588,3718298193,4
2676424588,985204914,3
2676424588,2746721079,5
2676424588,18209809,1
2676424588,1282448533,2
2676424588,382905056,1
2676424588,468001209,1
2676424588,114906655,1
2676424588,2958642883,4
2676424588,388614006,6
2676424588,765037321,6
2676424588,425402274,1
2676424588,44464450,1
2676424588,537895704,2
2676424588,32335812,1
2676424588,182262753,1
2676424588,3260082678,20
2676424588,78514857,1
2676424588,271154322,1
2676424588,4122987196,1
2676424588,2273274931,9
2676424588,2294080530,1
2676424588,3785065093,1
2676424588,623825580,1
2676424588,309909665,1
2676424588,17771425,1
2676424588,2448165212,1
2676424588,1695439628,1
2676424588,3368045319,1
2676424588,797907938899795969,1
2676424588,362194251,1
2676424588,2761503860,1
2676424588,2535331199,1
2676424588,311427810,1
2676424588,367015199,1
2676424588,53338746,6
2676424588,363972381,4
2676424588,1452156498,6
2676424588,3121851637,1
2676424588,2727537393,1
2676424588,155024783,1
2676424588,712615812,1
2676424588,728006416196317184,1
2676424588,2165403991,1
2676424588,14980820,1
2676424588,2923180944,1
2676424588,62591415,1
2676424588,339755472,1
2676424588,980594214,4
2676424588,3008451348,1
2676424588,70915224,1
2676424588,590098693,1
2676424588,2752355115,3
2676424588,464539868,3
2676424588,18522310,1
2676424588,567344963,3
2676424588,222196601,1
2676424588,179529349,1
2676424588,799673377413795840,14
2676424588,1020807216,2
2676424588,3245395775,1
2676424588,4886752846,1
2676424588,69523166,2
2676424588,3392221709,12
2676424588,50517206,2
2676424588,744454819285442560,1
2676424588,2557180640,1
2676424588,2628362171,2
2676424588,511107301,1
2676424588,4079946327,1
2676424588,133189408,1
2676424588,445296752,2
2676424588,3040836869,1
2676424588,3694147877,2
2676424588,110295768,1
2676424588,792043044027727872,1
2676424588,324164069,1
2676424588,357250590,2
2676424588,2706163776,1
2676424588,3214414929,7
2676424588,2864909634,2
2676424588,18209411,1
2676424588,15331408,1
2676424588,1516615123,3
2676424588,518013044,1
2676424588,40246348,1
2676424588,547607608,1
2676424588,3079650003,1
2676424588,145022473,1
2676424588,225682555,2
2676424588,2183118904,1
2676424588,482775286,1
2676424588,136361303,1
2676424588,2750005570,3
2676424588,731177206681112581,3
2676424588,2573443510,2
2676424588,2751641117,1
2676424588,1437120692,2
2676424588,1924196306,1
2676424588,169686021,1
2676424588,2898771918,2
2676424588,1632256309,1
2676424588,15846407,4
2676424588,608622917,5
2676424588,404916846,5
2676424588,1066458944,2
2676424588,425569289,1
2676424588,4268730081,6
2676424588,3060280446,1
2676424588,2591580277,1
2676424588,223047786,2
2676424588,751694308324077568,2
2676424588,752318985249718273,1
2676424588,473755027,2
2676424588,732454113833684992,1
2676424588,730779834,2
2676424588,3424443550,1
2676424588,3270190801,1
2676424588,3579647895,1
2676424588,3383781280,1
2676424588,4654715674,1
2676424588,2943821096,3
2676424588,2285227446,1
2676424588,15693493,1
2676424588,15941955,1
2676424588,736253738,3
2676424588,194942468,2
2676424588,321600870,1
2676424588,55262333,1
2676424588,2754587208,1
2676424588,1375736322,1
2676424588,785524147,1
2676424588,32840591,1
2676424588,17484992,1
2676424588,1622307499,1
2676424588,742565096170389504,1
2676424588,747513451594027008,1
2676424588,379226206,1
2676424588,328261338,1
2676424588,2922403655,1
2676424588,254843679,10
2676424588,2563336933,7
2676424588,1061918839,1
2676424588,789648136734142464,1
2676424588,23497233,3
2676424588,2954322081,1
2676424588,3121622386,1
2676424588,2152478301,1
2676424588,3082888360,1
2676424588,371804035,7
2676424588,717586438536060928,1
2676424588,372435022,1
2676424588,364785653,7
2676424588,2647893605,1
2676424588,31236002,1
2676424588,249854904,1
2676424588,431765325,1
2676424588,4825480337,1
2676424588,783417013834317832,1
2676424588,759251,1
2676424588,133568179,1
2676424588,1956040279,1
2676424588,2924894317,1
2676424588,4717269983,3
2676424588,2603784114,4
2676424588,4211130257,2
2676424588,3155468044,2
2676424588,214858554,1
2676424588,232089835,1
2676424588,1105455990,1
2676424588,1920797732,1
2676424588,117971004,1
2676424588,202162302,2
2676424588,748505211958759424,1
2676424588,1042212727,1
2676424588,3086448135,1
2676424588,2922266132,1
2676424588,322842111,1
2676424588,2991056534,1
2676424588,204688509,2
2676424588,24736009,1
2676424588,799360474433327104,1
2676424588,801961491830337536,2
2676424588,2182877349,3
2676424588,4518843796,6
2676424588,2172716342,1
2676424588,272930962,1
2676424588,255773815,1
2676424588,801244486273732609,1
2676424588,839705359,1
2676424588,341187081,1
2676424588,3396405688,1
2676424588,2885832926,1
2676424588,758847367298678784,22
2676424588,21728396,1
2676424588,4249956347,1
2676424588,2894285296,1
2676424588,412948496,2
2676424588,395406902,1
2676424588,3946139117,1
2676424588,327237124,1
2676424588,2894311393,1
2676424588,2899704195,1
2676424588,2887422462,7
2676424588,4459665706,1
