405061014,21447363,84
405061014,158968531,3
405061014,388614006,9
405061014,74087670,1
405061014,1602736561,1
405061014,727837713878016001,1
405061014,1727102292,1
405061014,1849025143,72
405061014,739090758955765760,3
405061014,120689778,1
405061014,405061014,51
405061014,608622917,27
405061014,845766236,1
405061014,889577017,1
405061014,238382848,1
405061014,57641001,1
405061014,84227585,1
405061014,108688186,2
405061014,406637146,1
405061014,112777461,1
405061014,162596550,14
405061014,25073877,1
405061014,626444770,3
405061014,739784130,10
405061014,846389642,16
405061014,2276993830,9
405061014,3837693383,1
405061014,1138290108,5
405061014,1067383820,2
405061014,4317264568,1
405061014,793983911726563328,11
405061014,57130701,4
405061014,804917815794921472,11
405061014,292571448,4
405061014,2713797375,24
405061014,4271338094,1
405061014,2981343351,2
405061014,1421914782,4
405061014,702019352,1
405061014,269240453,10
405061014,183880725,1
405061014,1955401909,1
405061014,214858554,1
405061014,17174309,1
405061014,379408088,1
405061014,34507480,1
405061014,3181179061,2
405061014,51404605,1
405061014,537895704,22
405061014,2377061296,5
405061014,2743813966,2
405061014,63042533,5
405061014,436361619,9
405061014,353599593,2
405061014,2797033547,3
405061014,817983692,4
405061014,158517932,3
405061014,730529917511806976,5
405061014,3031923561,2
405061014,572953380,1
405061014,916509786,2
405061014,977144246,1
405061014,2500377972,1
405061014,3037622904,1
405061014,260487455,1
405061014,1464511662,3
405061014,2783323392,1
405061014,2628362171,1
405061014,3275057102,2
405061014,785957337899032576,1
405061014,279063873,3
405061014,30791425,1
405061014,3015931878,2
405061014,1491776479,1
405061014,404969822,2
405061014,894012036,1
405061014,558682099,5
405061014,2831365889,2
405061014,778785169314459648,3
405061014,187706117,6
405061014,45709328,1
405061014,66699013,1
405061014,79293791,6
405061014,631506206,1
405061014,2509185691,1
405061014,2488788333,1
405061014,186342425,1
405061014,2511442356,1
405061014,717987508244455425,1
405061014,2393026449,2
405061014,1256245554,3
405061014,655093,1
405061014,23497233,1
405061014,1545699276,1
405061014,559653946,2
405061014,2498150759,2
405061014,946454455,1
405061014,1648180273,2
405061014,942002316,1
405061014,20565284,1
405061014,1437120692,4
405061014,1212862568,2
405061014,806302456460222464,1
405061014,19329393,1
405061014,1093569487,2
405061014,2765196827,1
405061014,307434650,5
405061014,1145879420,2
405061014,450901287,2
405061014,3080717619,1
405061014,261522044,1
405061014,259435698,1
405061014,3392512394,1
405061014,3255406026,3
405061014,490503214,4
405061014,45266183,1
405061014,19468466,4
405061014,1468415569,1
405061014,1729967281,5
405061014,2197221007,1
405061014,25365536,1
405061014,3237684341,1
405061014,130179549,1
405061014,317894787,7
405061014,241316195,1
405061014,31239408,1
405061014,3214414929,1
405061014,794738025699778561,4
405061014,629741687,3
405061014,2586760004,1
405061014,160029634,4
405061014,14812359,1
405061014,1566172165,6
405061014,3260082678,1
405061014,372525491,1
405061014,4657174217,3
405061014,737914104,1
405061014,410761231,1
405061014,169247238,1
405061014,191100463,1
405061014,144083497,2
405061014,30191257,3
405061014,34366022,1
405061014,270865879,1
405061014,63856377,1
