254843679,1440525192
254843679,124543920
254843679,1081764475
254843679,2207226974
254843679,343805254
254843679,343019103
254843679,608622917
254843679,3392221709
254843679,2917224912
254843679,2149586916
254843679,2250417572
254843679,1024424592
254843679,2199798237
254843679,37151055
254843679,961771250
254843679,96193259
254843679,30190059
254843679,1317999560
254843679,150466558
254843679,1940575687
254843679,458221606
254843679,1924196306
254843679,2439954874
254843679,1965892153
254843679,56838529
254843679,753609174186127360
254843679,582184883
254843679,379408088
254843679,2867379792
254843679,24143312
254843679,4268730081
254843679,16234029
254843679,1452647540
254843679,2636973253
254843679,108474578
254843679,766364258829557761
254843679,787662720740970498
254843679,2931673567
254843679,325830217
254843679,419787424
254843679,1446563742
254843679,970207298
254843679,2940552441
254843679,740982873528913920
254843679,30354991
254843679,300450762
254843679,629849528
254843679,3110726145
254843679,620244548
254843679,774817878168129536
254843679,244731356
254843679,941305932
254843679,151125183
254843679,51599026
254843679,409055353
254843679,74466455
254843679,736039267
254843679,225212533
254843679,3184649292
254843679,415167963
254843679,759292309288747008
254843679,778871387486162945
254843679,772419408
254843679,1157406157
254843679,742781941305376768
254843679,168246993
254843679,565326610
254843679,500912743
254843679,380749300
254843679,982157874
254843679,760994682042277889
254843679,29391021
254843679,1005266256
254843679,158253154
254843679,1289674926
254843679,1387394562
254843679,357250590
254843679,2203382244
254843679,3246220348
254843679,6449282
254843679,736616562396794880
254843679,1074542594
254843679,273638966
254843679,133018791
254843679,39949795
254843679,1256245554
254843679,21067552
254843679,2241678822
254843679,746481825732763648
254843679,4718343495
254843679,477909174
254843679,1085082008
254843679,564386365
254843679,865208676
254843679,701901488377954304
254843679,383972915
254843679,463030058
254843679,470238041
254843679,2377061296
254843679,18625669
254843679,3148710452
254843679,524983451
254843679,3083960279
254843679,3179349653
254843679,84830575
254843679,2588824380
254843679,3314446612
254843679,1853310463
254843679,309469832
254843679,2983277174
254843679,2892301046
254843679,3246989138
254843679,213478296
254843679,21778272
254843679,713404950370357248
254843679,985675458
254843679,25740744
254843679,3224712847
254843679,38614324
254843679,4398944974
254843679,204688509
254843679,3106690167
254843679,27970832
254843679,16213013
254843679,66001276
254843679,233942700
254843679,282352128
254843679,408649314
254843679,20565284
254843679,2943468034
254843679,191312010
254843679,1414816674
254843679,24929621
254843679,229650415
254843679,315219113
254843679,2958642883
254843679,4840461351
254843679,4449861012
254843679,29123186
254843679,185019826
254843679,223047786
254843679,2208037536
254843679,2441815075
254843679,2258830667
254843679,705014615047053312
254843679,381121154
254843679,1437120692
254843679,2771068278
254843679,4149690013
254843679,4187444843
254843679,280127468
254843679,1713984925
254843679,3065966919
254843679,1597948208
254843679,605931855
254843679,92422769
254843679,60919240
254843679,186342425
254843679,2428874533
254843679,361226047
254843679,566740951
254843679,1761777403
254843679,26186655
254843679,265692306
254843679,2327457498
254843679,30191257
254843679,144390890
254843679,1622107796
254843679,1205974434
254843679,182541256
254843679,2683212108
254843679,1685133558
254843679,2233278769
254843679,2683306805
254843679,2696467538
254843679,2196522481
254843679,2848977989
254843679,1353215870
254843679,44464450
254843679,351512937
254843679,2486860646
254843679,980594214
254843679,2628362171
254843679,412112612
254843679,34366022
254843679,946454455
254843679,1924546621
254843679,2410483836
254843679,108717417
254843679,353460226
254843679,1587700266
254843679,158903852
254843679,236965568
254843679,310497751
254843679,2274215965
254843679,1612411987
254843679,3361578813
254843679,2152460434
254843679,1137647366
254843679,225682555
254843679,193179680
254843679,48667519
254843679,434429424
254843679,295105461
254843679,3035944819
254843679,3313524443
254843679,3309792540
254843679,564492238
254843679,2621045643
254843679,1110138014
254843679,90954313
254843679,497003114
254843679,270865879
254843679,1516615123
254843679,255295117
254843679,3208881446
254843679,16407145
254843679,3153045430
254843679,1652541
