20609518,"The ultimate source of happiness for self and others is compassion, concern for others and being of service to them.",Mon Dec 12 10:30:31 +0000 2016,13652,[],[],8153,,
20609518,"We know that everyone who is born has to die, but the important thing is that while we are alive we should make our lives meaningful.",Tue Nov 29 10:30:08 +0000 2016,40207,[],[],23100,,
20609518,"If there can be a greater sense of oneness in the world, then violence and killing will end.",Mon Nov 14 10:30:23 +0000 2016,15710,[],[],8072,,
20609518,"When we talk about happiness, we must think in terms of peace of mind, which is a real source of joy.",Mon Oct 31 09:30:50 +0000 2016,19206,[],[],11653,,
20609518,"Live webcast: HHDL’s talk on “The Genuine Source of Happiness” from Milan, Italy on October 22nd. https://t.co/sAB4RqUUHw",Fri Oct 21 09:30:34 +0000 2016,1859,"[{'expanded_url': 'http://dalailama.com/liveweb', 'url': 'https://t.co/sAB4RqUUHw', 'indices': [98, 121], 'display_url': 'dalailama.com/liveweb'}]",[],705,,
20609518,"Watch HHDL join in Interfaith Prayers for World Peace from Grossmünster Church in Zurich, Switzerland on October 15. https://t.co/X2VvhQttWS",Mon Oct 17 09:30:09 +0000 2016,1406,"[{'expanded_url': 'https://youtu.be/Xa-bjf_IgTY', 'url': 'https://t.co/X2VvhQttWS', 'indices': [117, 140], 'display_url': 'youtu.be/Xa-bjf_IgTY'}]",[],480,,
20609518,"When you have a more compassionate mind and cultivate warmheartedness, the whole atmosphere around you becomes more positive and friendlier.",Fri Sep 30 09:30:06 +0000 2016,30425,[],[],19789,,
20609518,"The Book of Joy by HHDL and Archbishop Desmond Tutu: a conversation with the message that to experience joy, you mu… https://t.co/kq48MHukJe",Thu Sep 22 09:30:16 +0000 2016,8983,"[{'expanded_url': 'https://twitter.com/i/web/status/778889138078646272', 'url': 'https://t.co/kq48MHukJe', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/7…'}]",[],3692,,
20609518,"On this International Day of Peace, we must remember that peace cannot come from prayer alone. It requires action. #PeaceDayChallenge",Wed Sep 21 09:30:03 +0000 2016,21634,[],"[{'text': 'PeaceDayChallenge', 'indices': [115, 133]}]",16500,,
20609518,The quality of every human activity ultimately depends on our motivation.,Tue Sep 13 09:32:28 +0000 2016,11990,[],[],7297,,
20609518,"Live Webcasts: Mind &amp; Life Dialogue on ""Power and Care"" with HHDL from Brussels on September 9-11. https://t.co/3zsLWoGnFh",Thu Sep 08 09:32:58 +0000 2016,1535,"[{'expanded_url': 'http://dalailama.com/mindlife-brussels', 'url': 'https://t.co/3zsLWoGnFh', 'indices': [103, 126], 'display_url': 'dalailama.com/mindlife-bruss…'}]",[],671,,
20609518,Change starts with us as individuals. If one individual becomes more compassionate it will influence others and so we will change the world.,Tue Sep 06 09:30:18 +0000 2016,35179,[],[],22769,,
20609518,Genuine compassion—unbiased and not mixed with attachment—is a source of genuine human happiness.,Tue Aug 30 09:30:07 +0000 2016,13641,[],[],7642,,
20609518,Meaningful dialogue requires us to respect others' rights and interests—compromise is the only way to resolve disputes.,Fri Aug 26 09:36:05 +0000 2016,9038,[],[],5396,,
20609518,"Friendship depends on trust—not money, not power, not education. Only if there’s trust will there be friendship.",Fri Aug 19 09:30:10 +0000 2016,22944,[],[],14005,,
20609518,"Different religious traditions can live together on the basis of mutual admiration, mutual respect, and learning from each other.",Mon Aug 15 09:30:07 +0000 2016,30353,[],[],14908,,
20609518,We are all human beings possessing a seed of compassion. We have to use our intelligence to cultivate the inner values associated with it.,Fri Aug 12 09:30:11 +0000 2016,24101,[],[],13190,,
20609518,"Whether we believe in religion or not, affection and compassion are key factors for our peace of mind.",Mon Aug 08 09:30:07 +0000 2016,24050,[],[],14037,,
20609518,"We think that if we have health and wealth they’re enough to be happy, but actually happiness depends on the state of our minds.",Tue Aug 02 09:30:02 +0000 2016,35047,[],[],19896,,
20609518,"Video of HHDL speaking to the Shia and Sunni communities at the Shia Mosque in Leh, Ladakh, India on July 27th. https://t.co/hQfkebumQ7",Mon Aug 01 09:30:21 +0000 2016,1825,"[{'expanded_url': 'https://youtu.be/RdemALBMMuE', 'url': 'https://t.co/hQfkebumQ7', 'indices': [112, 135], 'display_url': 'youtu.be/RdemALBMMuE'}]",[],734,,
20609518,Thank you from HHDL for greetings and good wishes on the occasion of his 81st birthday. https://t.co/MG1muu2BYR,Thu Jul 28 09:30:06 +0000 2016,3954,"[{'expanded_url': 'http://bit.ly/2auw3W0', 'url': 'https://t.co/MG1muu2BYR', 'indices': [88, 111], 'display_url': 'bit.ly/2auw3W0'}]",[],779,,
20609518,Problems created by human beings have to be solved by human beings. Basic human nature is compassionate and this is our source of hope.,Tue Jul 26 09:30:12 +0000 2016,26740,[],[],15530,,
20609518,If you show concern for others and respect for their rights you will establish trust; and trust is the basis of friendship.,Fri Jul 22 09:31:30 +0000 2016,19707,[],[],11319,,
