40415424,1651073869
40415424,2902711413
40415424,169382309
40415424,3258265352
40415424,66010577
40415424,750798600
40415424,180505807
40415424,19538986
40415424,784680583
40415424,860820842
40415424,15879853
40415424,15583378
40415424,1394399438
40415424,464088226
40415424,2646127155
40415424,1107613844
40415424,33447743
40415424,180418331
40415424,153656769
40415424,155768008
40415424,399791192
40415424,2241736706
40415424,22510695
40415424,312742422
40415424,544119212
40415424,2171970163
40415424,315608652
40415424,366690260
40415424,506604673
40415424,17093617
40415424,477915511
40415424,1894873699
40415424,1855087087
40415424,253809805
40415424,35344477
40415424,227095750
40415424,563304196
40415424,541777333
40415424,30594306
40415424,243397118
40415424,480791688
40415424,22259111
40415424,1046732064
40415424,138548931
40415424,33030905
40415424,494163964
40415424,366745660
40415424,27501572
40415424,26967436
40415424,27266821
40415424,121666139
40415424,585766613
40415424,516846253
40415424,1092806828
40415424,16528461
40415424,337259015
40415424,920591335
40415424,17919972
40415424,14230524
40415424,26090319
40415424,28507287
40415424,54930650
40415424,18147006
40415424,18994204
40415424,23859156
40415424,37043748
40415424,35787166
40415424,47869696
40415424,36008570
40415424,323374437
40415424,23375688
40415424,79759935
40415424,512700138
40415424,18625669
40415424,14790966
40415424,113514650
40415424,122793469
40415424,45266183
40415424,6017542
40415424,53233433
40415424,18156146
40415424,15846407
40415424,369514419
40415424,27033603
40415424,140049744
40415424,127005426
40415424,309923049
40415424,174224039
40415424,527944506
40415424,536761627
40415424,241603136
40415424,611618007
40415424,65536024
40415424,78723617
40415424,187728332
40415424,590383340
40415424,560407518
40415424,381164601
40415424,86035192
40415424,603084135
40415424,31054139
40415424,28240156
40415424,459730785
40415424,722540827
40415424,18481641
40415424,363311587
40415424,60464799
40415424,30714308
40415424,506814264
40415424,151951887
40415424,86850128
40415424,89013431
40415424,179529349
40415424,617594742
40415424,952673694
40415424,911347152
40415424,72033671
40415424,481678989
40415424,154039163
40415424,721083228
40415424,32517805
40415424,189204931
40415424,77810669
40415424,553849730
40415424,362785716
40415424,615730805
40415424,21409208
40415424,21407290
40415424,21409847
40415424,600123923
40415424,15705997
40415424,35359478
40415424,81339954
40415424,73763589
40415424,46661668
40415424,268571236
40415424,85061874
40415424,630907884
40415424,29374554
40415424,258483856
40415424,387410203
40415424,284823111
40415424,21577304
40415424,46764346
40415424,311843860
40415424,98930609
40415424,260434437
40415424,34115349
40415424,158128894
40415424,16190898
40415424,106541386
40415424,731565350
40415424,168063600
40415424,776204570
40415424,625027192
40415424,126672596
40415424,259585904
40415424,294532746
40415424,99809268
40415424,21394660
40415424,308300760
40415424,158961733
40415424,16929349
40415424,118780654
40415424,52537975
40415424,21401466
40415424,19212009
40415424,1879831
